item_id	dealer_id
24151	532561
24151	532561
24151	532561
24151	532561
24151	532561
83044	950776
83044	949594
83044	948838
83044	239520
83044	297106
83044	940291
83044	214902
83044	803122
83044	290856
83044	819076
83044	253015
83044	292452
83044	453205
83044	480262
83044	931291
18275	334779
18275	268516
18275	475234
18275	286153
18275	469564
18275	434707
18275	466057
18275	251839
18275	441172
18275	324318
18275	341603
18275	341603
18275	199976
18275	199976
18275	346203
72661	740392
72661	977713
72661	1005433
72661	740293
72661	688369
72661	784243
72661	998935
72661	998818
72661	955855
72661	998005
72661	981427
72661	818509
72661	963895
72661	546751
72661	690340
75196	335058
75196	774388
75196	427975
75196	427975
75196	427975
75196	691063
75196	664726
75196	813205
75196	812977
75196	812548
75196	810334
75196	301471
75196	809332
75196	808822
75196	808564
72229	920497
72229	375783
72229	221071
72229	914035
72229	542566
72229	810070
72229	506959
72229	690895
72229	865783
72229	347251
72229	861181
72229	847879
72229	325610
72229	860149
72229	840604
23938	494710
23938	446974
23938	446974
23938	446974
23938	446974
23938	574534
23938	574486
23938	573994
23938	187307
23938	364693
23938	573253
23938	446974
23938	446974
23938	446974
23938	569383
6246	251794
6246	251137
6246	251773
6246	220613
6246	195935
6246	187566
6246	160007
6246	250221
6246	191360
6246	214729
6246	191328
6246	245838
6246	225359
6246	248182
6246	246940
114427	199777
114427	1119154
114427	1113913
114427	280310
114427	1114693
114427	1114705
114427	1113991
114427	1040320
114427	606517
114427	1110172
114427	278708
114427	364784
114427	1106953
114427	1105264
114427	1103290
82048	836059
82048	835888
82048	143746
82048	835165
82048	305118
82048	833944
82048	810070
82048	831943
82048	755293
82048	286291
82048	830152
82048	822472
82048	825451
82048	828310
82048	827281
100147	1045660
100147	950425
100147	1040569
100147	347251
100147	1034062
100147	1033771
100147	989371
100147	735388
100147	1007215
100147	597193
100147	148230
100147	148230
100147	1021372
100147	1020055
100147	334655
13284	345829
13284	297034
13284	346087
13284	271043
13284	345927
13284	275793
13284	339849
13284	242181
13284	340944
13284	342527
13284	345615
13284	345548
13284	288143
13284	339831
13284	345404
47737	700327
47737	607393
47737	361176
47737	747229
47737	752686
47737	315428
47737	159172
47737	352630
47737	752449
47737	752320
47737	752131
47737	751651
47737	750670
47737	413413
47737	749374
5127	274448
5127	310271
5127	311730
5127	310826
5127	250152
5127	311314
5127	298378
5127	310894
5127	310823
5127	310446
5127	310320
5127	310273
5127	310225
5127	293281
5127	309924
36103	429436
36103	594721
36103	593653
36103	562630
36103	584866
36103	531586
36103	579970
36103	505474
36103	578320
36103	257700
36103	234353
36103	534955
36103	571423
36103	491272
36103	423229
42442	694105
42442	666058
42442	684958
42442	690553
42442	398536
42442	686986
42442	398536
42442	493042
42442	493042
42442	493042
42442	689983
42442	656074
42442	352272
42442	684847
42442	315207
20341	374601
20341	236338
20341	223589
20341	270455
20341	476890
20341	447640
20341	466582
20341	464359
20341	461674
20341	446974
20341	446974
20341	446974
20341	446974
20341	446974
20341	446974
5673	290129
5673	289909
5673	286120
5673	267083
5673	264956
5673	250221
5673	289382
5673	269413
5673	249551
5673	170188
5673	218034
5673	277298
5673	188364
5673	214393
5673	286690
36316	595483
36316	407611
36316	630508
36316	600109
36316	612490
36316	289610
36316	366701
36316	622747
36316	593371
36316	622405
36316	622171
36316	620515
36316	526255
36316	609889
36316	449038
101074	1010056
101074	1008277
101074	977713
101074	978766
101074	978766
101074	978766
101074	826141
101074	1003774
101074	729793
101074	998500
101074	998500
101074	993310
101074	347251
101074	749395
101074	392896
7078	251150
7078	231707
7078	251061
7078	250916
7078	236402
7078	250535
7078	250505
7078	250517
7078	250296
7078	250165
7078	122753
7078	230300
7078	234265
7078	245859
7078	217237
36565	703741
36565	703744
36565	703765
36565	703768
36565	703774
36565	703681
36565	703684
36565	703687
36565	703690
36565	703693
36565	703705
36565	703738
36565	699901
36565	699904
36565	699865
4333	307533
4333	321244
4333	285992
4333	324543
4333	324382
4333	229938
4333	319640
4333	324001
4333	323973
4333	323854
4333	323725
4333	323705
4333	323704
4333	260107
4333	176797
16850	924538
16850	921934
16850	810532
16850	414841
16850	922807
16850	570241
16850	570241
16850	920497
16850	918199
16850	542566
16850	916618
16850	347251
16850	732034
16850	913276
16850	911941
19264	311648
19264	349776
19264	473827
19264	473923
19264	427231
19264	473050
19264	448951
19264	472408
19264	471829
19264	469936
19264	388558
19264	192973
19264	282182
19264	460819
19264	464785
114739	1073263
114739	386000
114739	1088764
114739	1088650
114739	726313
114739	339923
114739	1082326
114739	165174
114739	1025557
114739	1078576
114739	188856
114739	1077427
114739	1077484
114739	1073263
114739	368470
107467	986062
107467	985294
107467	981439
107467	975232
107467	286701
107467	517621
107467	756472
107467	228518
107467	936196
107467	765763
107467	842905
107467	344347
107467	374712
107467	351149
107467	497764
20236	700072
20236	496693
20236	585547
20236	635878
20236	673543
20236	372148
20236	685105
20236	688510
20236	374543
20236	683431
20236	682867
20236	681880
20236	290791
20236	642748
20236	335929
95878	1176535
95878	1131418
95878	270873
95878	1103578
95878	1079440
95878	1072240
95878	1059388
95878	1057690
95878	814543
95878	1050871
95878	646633
95878	1007707
95878	1025365
95878	1028890
95878	1026085
115429	314897
115429	933595
115429	745801
115429	164333
115429	1045246
115429	292318
115429	658765
115429	1023655
115429	832966
115429	999487
115429	353545
115429	993289
115429	992236
115429	991252
115429	983020
121780	1145836
121780	919018
121780	1142809
121780	361668
121780	527494
121780	353509
121780	1104877
121780	157131
121780	1059397
121780	352230
121780	998362
121780	725278
121780	1049239
121780	198032
121780	1034959
81868	1030756
81868	269934
81868	1029541
81868	800656
81868	1028086
81868	694921
81868	978811
81868	859018
81868	300339
81868	479803
81868	976519
81868	980275
81868	978505
81868	977092
81868	840142
119248	439276
119248	791137
119248	1137880
119248	1170610
119248	1169965
119248	1169290
119248	1159399
119248	1168618
119248	1167112
119248	1116718
119248	1163680
119248	1163506
119248	1162648
119248	660706
119248	660706
22231	531397
22231	530773
22231	528412
22231	526555
22231	526090
22231	525688
22231	524335
22231	521407
22231	521269
22231	520894
22231	520807
22231	518098
22231	517846
22231	516781
22231	351293
66682	388729
66682	695332
66682	197357
66682	221964
66682	246182
66682	688546
66682	668536
66682	685423
66682	343400
66682	684844
66682	676843
66682	353424
66682	672301
66682	646921
66682	655102
35956	630805
35956	629200
35956	628726
35956	1654
35956	625777
35956	501358
35956	617938
35956	621877
35956	610237
35956	619048
35956	612214
35956	188306
35956	606304
35956	609022
35956	608878
20321	393712
20321	393496
20321	316832
20321	391588
20321	391588
20321	355146
20321	391588
20321	391588
20321	392002
20321	386446
20321	388741
20321	369583
20321	362121
20321	351435
20321	374543
13850	336793
13850	330087
13850	328336
13850	327054
13850	326602
13850	325251
13850	323681
13850	312352
13850	323666
13850	187415
13850	307842
13850	304845
13850	257936
13850	322482
13850	320980
49498	275804
49498	766567
49498	700927
49498	759808
49498	308653
49498	759121
49498	751558
49498	703069
49498	302556
49498	758518
49498	758518
49498	757465
49498	757963
49498	757459
49498	183095
92581	440785
92581	933931
92581	929896
92581	929128
92581	927565
92581	911842
92581	866272
92581	863164
92581	393136
92581	851155
92581	568495
92581	845749
92581	840259
92581	842230
92581	837607
53878	703306
53878	738727
53878	718384
53878	700831
53878	760318
53878	713812
53878	788776
53878	738892
53878	787459
53878	707581
53878	740554
53878	595513
53878	700831
53878	786847
53878	731614
22177	181017
22177	400477
22177	435367
22177	359922
22177	429892
22177	433846
22177	268820
22177	407461
22177	429727
22177	266037
22177	431482
22177	430741
22177	430186
22177	370047
22177	430078
15122	362121
15122	285095
15122	359797
15122	262252
15122	359464
15122	194119
15122	358642
15122	358642
15122	179912
15122	181742
15122	283333
15122	357780
15122	218189
15122	242715
15122	310377
17225	357360
17225	357240
17225	165891
17225	324318
17225	356367
17225	344462
17225	349596
17225	351488
17225	354544
17225	354544
17225	318539
17225	352502
17225	168177
17225	315813
17225	314950
131293	971785
131293	1103404
131293	1084087
131293	1084588
131293	1089307
131293	1084150
131293	1088986
131293	1088962
131293	1084168
131293	1086289
131293	1086094
131293	1085947
131293	1084144
131293	1084144
131293	1084588
18687	277495
18687	353917
18687	420427
18687	426154
18687	426154
18687	426154
18687	426154
18687	426142
18687	426142
18687	424831
18687	424900
18687	424861
18687	423763
18687	391177
18687	375783
111118	172149
111118	257813
111118	175185
111118	824473
111118	346203
111118	1003918
111118	1001290
111118	968587
111118	968149
111118	951937
111118	353787
111118	956797
111118	793678
111118	223463
111118	342651
36298	597538
36298	575599
36298	480229
36298	588508
36298	588538
36298	499399
36298	587146
36298	218170
36298	586549
36298	499399
36298	580090
36298	474766
36298	474766
36298	308609
36298	502153
113083	1162303
113083	981427
113083	1143277
113083	292238
113083	831574
113083	1065604
113083	1065604
113083	1065604
113083	1065604
113083	1073497
113083	1100698
113083	1092430
113083	1086265
113083	1080772
113083	1031095
11171	325185
11171	294785
11171	316335
11171	176689
11171	324727
11171	279260
11171	153984
11171	297556
11171	229938
11171	320796
11171	257700
11171	323992
11171	124120
11171	216859
11171	323664
44227	685918
44227	747139
44227	3879
44227	685918
44227	714556
44227	742036
44227	340198
44227	741247
44227	740797
44227	740263
44227	586798
44227	166974
44227	688546
44227	165002
44227	735265
20578	372002
20578	437902
20578	301947
20578	289336
20578	412648
20578	416902
20578	421378
20578	411379
20578	415180
20578	410842
20578	412648
20578	409762
20578	409762
20578	409762
20578	409762
19887	18626
19887	397366
19887	394060
19887	393547
19887	388390
19887	196392
19887	361880
19887	375791
19887	375790
19887	375779
19887	375737
19887	375712
19887	375643
19887	264599
19887	367133
58231	282896
58231	275005
58231	179756
58231	671143
58231	669505
58231	256975
58231	664606
58231	361239
58231	614047
58231	661780
58231	661780
58231	175959
58231	640603
58231	640603
58231	640603
58501	737419
58501	716437
58501	681718
58501	325912
58501	757573
58501	679366
58501	648769
58501	741106
58501	173171
58501	353299
58501	725290
58501	638764
58501	295817
58501	684391
58501	229604
94561	714508
94561	666637
94561	416302
94561	913000
94561	845125
94561	867058
94561	863902
94561	173368
94561	862825
94561	862825
94561	859468
94561	795199
94561	823492
94561	756862
94561	843823
32194	537361
32194	263258
32194	153178
32194	520240
32194	316560
32194	517816
32194	485458
32194	469933
32194	276556
32194	510703
32194	287663
32194	445219
32194	285095
32194	366119
32194	292711
24469	480151
24469	361721
24469	364693
24469	477049
24469	445468
24469	473755
24469	450745
24469	450745
24469	459547
24469	458236
24469	455296
24469	450745
24469	451552
24469	450850
24469	450745
120418	1243783
120418	1240420
120418	394699
120418	394699
120418	297610
120418	1213426
120418	1213426
120418	1198684
120418	925378
120418	925378
120418	1184407
120418	1102000
120418	817852
120418	977365
120418	1153207
34909	168074
34909	525589
34909	175185
34909	366764
34909	524581
34909	410242
34909	341766
34909	307101
34909	522214
34909	521311
34909	520006
34909	373426
34909	309196
34909	520006
34909	518296
114712	1043104
114712	347251
114712	725641
114712	1114210
114712	171208
114712	958192
114712	1107808
114712	756748
114712	1105786
114712	1093033
114712	1100566
114712	1093468
114712	762889
114712	1097626
114712	1102183
36556	570931
36556	672241
36556	664381
36556	664381
36556	664381
36556	620734
36556	340181
36556	647401
36556	647401
36556	647401
36556	647401
36556	647401
36556	647377
36556	571555
36556	641425
58207	216423
58207	671971
58207	689464
58207	688759
58207	681175
58207	645676
58207	292610
58207	684001
58207	681499
58207	678298
58207	314510
58207	679867
58207	679735
58207	679489
58207	521014
62473	684868
62473	684412
62473	682807
62473	683884
62473	667438
62473	590779
62473	649741
62473	676093
62473	674941
62473	678826
62473	679450
62473	420745
62473	675919
62473	673180
62473	674893
117181	1135219
117181	487054
117181	1131418
117181	299182
117181	973264
117181	729187
117181	1092727
117181	541129
117181	1064965
117181	218074
117181	1054318
117181	734785
117181	574051
117181	747256
117181	976345
77440	492163
77440	403390
77440	358642
77440	687328
77440	737872
77440	259383
77440	717790
77440	141482
77440	797104
77440	273012
77440	738274
77440	785053
77440	771475
77440	260529
77440	494227
113347	1108459
113347	1108459
113347	1108459
113347	1108459
113347	329596
113347	1032805
113347	977146
113347	986563
113347	926569
113347	986893
113347	893278
113347	978193
13893	161006
13893	341766
13893	324318
13893	406513
13893	324318
13893	395764
13893	193490
13893	417487
13893	412714
13893	416275
13893	412882
13893	410026
13893	387709
13893	405235
13893	367193
9918	299271
9918	210815
9918	257981
9918	286124
9918	280075
9918	279069
9918	278388
9918	255438
9918	276751
9918	272135
9918	271545
9918	255517
9918	265644
9918	266749
9918	248330
39916	514519
39916	606253
39916	346203
39916	346203
39916	346203
39916	597181
39916	282174
39916	589147
39916	588784
39916	404824
39916	586840
39916	583840
39916	527347
39916	527347
39916	581482
110479	323608
110479	347251
110479	1082335
110479	1082335
110479	1061161
110479	1074424
110479	340417
110479	764251
110479	1064152
110479	184329
110479	451132
110479	1060909
110479	1060345
110479	681946
110479	1051504
78079	925927
78079	754165
78079	927055
78079	221071
78079	778036
78079	836059
78079	414841
78079	702475
78079	407932
78079	913147
78079	451261
78079	697936
78079	542986
78079	840229
78079	410167
10663	238187
10663	351236
10663	341766
10663	298314
10663	230271
10663	345052
10663	285857
10663	351528
10663	248718
10663	242181
10663	350240
10663	190057
10663	277616
10663	347693
10663	219979
36178	521527
36178	483043
36178	555610
36178	555223
36178	433981
36178	254773
36178	551473
36178	374459
36178	186109
36178	543877
36178	543493
36178	539245
36178	210667
36178	537778
36178	537748
9760	307642
9760	315081
9760	310377
9760	315798
9760	315538
9760	314794
9760	146908
9760	312578
9760	312477
9760	312439
9760	274448
9760	274448
9760	312204
9760	311861
9760	304084
116962	1141288
116962	1136182
116962	184329
116962	980269
116962	980269
116962	980269
116962	1104157
116962	1114468
116962	1114402
116962	1106419
116962	1105780
116962	977617
116962	1104157
116962	1099120
116962	988510
13979	192293
13979	266501
13979	324121
13979	325746
13979	300987
13979	253343
13979	267553
13979	325346
13979	325185
13979	294785
13979	297595
13979	323699
13979	274448
13979	274448
13979	287184
94279	1030573
94279	1030573
94279	1030390
94279	1030390
94279	423763
94279	998695
94279	998287
94279	946567
94279	947143
94279	947143
94279	946822
94279	946822
94279	946774
94279	946678
94279	946507
17262	490654
17262	485089
17262	462514
17262	477943
17262	409861
17262	464602
17262	343400
17262	455050
17262	448720
17262	442681
17262	432934
17262	428425
17262	425947
17262	425947
17262	425137
13453	157052
13453	125813
13453	161694
13453	322292
13453	323009
13453	322897
13453	322899
13453	199208
13453	322171
13453	322171
13453	322171
13453	322171
13453	322171
13453	322129
13453	321706
54400	545563
54400	601282
54400	280801
54400	165671
54400	771931
54400	250166
54400	748294
54400	329501
54400	546751
54400	810082
54400	798871
54400	784396
54400	768580
54400	766867
54400	700927
10035	303241
10035	296989
10035	6872
10035	277188
10035	264345
10035	269803
10035	221096
10035	302203
10035	252513
10035	301546
10035	164283
10035	301312
10035	301208
10035	301172
10035	299959
42409	633775
42409	628675
42409	633247
42409	628675
42409	611527
42409	593944
42409	622891
42409	539767
42409	267481
42409	454600
42409	609904
42409	301004
42409	332602
42409	603607
42409	223839
89932	210837
89932	708217
89932	852901
89932	1101409
89932	817852
89932	971785
89932	1139044
89932	1125694
89932	1110172
89932	962077
89932	770623
89932	1101952
89932	155786
89932	762889
89932	1018606
19287	300511
19287	482323
19287	481702
19287	135162
19287	467239
19287	343969
19287	473701
19287	471991
19287	466396
19287	355618
19287	409654
19287	409654
19287	409654
19287	240429
19287	366615
14943	339154
14943	341632
14943	336604
14943	260466
14943	342888
14943	343471
14943	311072
14943	229849
14943	288207
14943	340567
14943	339790
14943	340232
14943	339623
14943	339532
14943	315475
19224	296139
19224	365414
19224	365414
19224	365414
19224	365414
19224	365414
19224	365414
19224	365414
19224	365414
19224	364784
19224	364435
19224	362655
19224	361705
19224	345051
19224	342122
18109	343106
18109	259715
18109	342108
18109	273391
18109	341857
18109	341920
18109	292354
18109	341749
18109	278502
18109	341559
18109	341238
18109	281124
18109	299995
18109	340434
18109	329436
11897	305449
11897	225613
11897	305899
11897	277495
11897	305224
11897	305419
11897	261047
11897	305325
11897	247711
11897	244155
11897	303300
11897	293351
11897	252346
11897	303786
11897	252928
22155	434095
22155	429835
22155	450988
22155	433957
22155	434317
22155	245120
22155	373169
22155	341766
22155	389476
22155	341043
22155	342641
22155	341039
22155	342644
22155	341036
22155	342647
18274	371750
18274	496753
18274	397846
18274	397846
18274	397846
18274	397846
18274	397846
18274	397846
18274	496753
18274	371750
18274	367564
18274	432004
18274	466582
18274	466582
18274	320674
21834	173378
21834	173378
21834	173378
21834	392980
21834	169775
21834	547519
21834	406291
21834	535237
21834	435484
21834	361621
21834	526441
21834	353225
21834	272067
21834	511648
21834	353504
7740	250268
7740	262526
7740	261782
7740	260529
7740	251684
7740	259528
7740	185790
7740	257199
7740	157815
7740	250833
7740	238355
7740	253332
7740	253297
7740	234619
7740	250269
15929	351236
15929	351236
15929	353919
15929	327160
15929	335188
15929	338292
15929	341343
15929	339077
15929	339077
15929	338392
15929	338480
15929	338379
15929	308778
15929	338087
15929	337355
9884	274347
9884	277953
9884	280218
9884	280026
9884	279954
9884	278866
9884	279448
9884	274451
9884	255438
9884	258066
9884	278490
9884	278286
9884	163266
9884	273514
9884	185788
16758	335081
16758	335079
16758	320883
16758	227840
16758	362523
16758	364062
16758	256341
16758	351504
16758	363153
16758	363153
16758	363153
16758	363153
16758	362515
16758	362515
16758	362515
23725	444052
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
23725	440569
17506	254823
17506	367513
17506	366476
17506	365508
17506	349922
17506	291940
17506	353548
17506	363538
17506	310787
17506	363715
17506	361452
17506	315941
17506	291942
17506	361492
17506	361623
38974	564598
38974	287190
38974	589147
38974	429436
38974	160726
38974	562630
38974	261721
38974	536170
38974	446575
38974	325804
38974	580792
38974	342678
38974	578881
38974	186023
38974	410851
20608	325760
20608	325760
20608	325760
20608	325760
20608	351236
20608	351236
20608	351236
20608	351236
20608	351236
20608	325760
20608	325760
20608	325760
20608	325760
20608	325760
20608	325760
122014	1191865
122014	1022383
122014	1022383
122014	1224514
122014	926377
122014	267649
122014	1216642
122014	280801
122014	1137880
122014	1153576
122014	1123423
122014	1143319
122014	1022383
122014	1022383
122014	1096408
11372	264431
11372	307854
11372	308463
11372	171332
11372	308399
11372	296752
11372	302421
11372	307937
11372	307935
11372	306137
11372	307811
11372	307786
11372	307803
11372	278525
11372	307699
701	141854
701	141833
701	141561
701	4309
701	141560
701	4405
701	141448
701	141405
701	4638
701	140613
701	140145
701	140069
701	137273
701	139855
701	139927
112057	314286
112057	949027
112057	257700
112057	257700
112057	943609
112057	672091
112057	941146
112057	808903
112057	928795
112057	854332
112057	711388
112057	605125
112057	153844
112057	820207
112057	800215
61453	689503
61453	689335
61453	686926
61453	645799
61453	686554
61453	682750
61453	682720
61453	680056
61453	679579
61453	673180
61453	578398
61453	409870
61453	656554
61453	655990
61453	647674
